1.000000000000000021e-03 1.000000000000000021e-03 2.509423134465076600e+03
1.000000000000000021e-03 1.098541141987558400e-03 2.482054115913528221e+03
1.000000000000000021e-03 1.206792640639328847e-03 2.455334805383008643e+03
1.000000000000000021e-03 1.325711365590109434e-03 2.429296244836115420e+03
1.000000000000000021e-03 1.456348477501244378e-03 2.403969679454855395e+03
1.000000000000000021e-03 1.599858719606057260e-03 2.379386299844617952e+03
1.000000000000000021e-03 1.757510624854791278e-03 2.355577009621964407e+03
1.000000000000000021e-03 1.930697728883249645e-03 2.332572221085739329e+03
1.000000000000000021e-03 2.120950887920190417e-03 2.310401680647347348e+03
1.000000000000000021e-03 2.329951810515372077e-03 2.289094324707063151e+03
1.000000000000000021e-03 2.559547922699535825e-03 2.268678165734972026e+03
1.000000000000000021e-03 2.811768697974231009e-03 2.249180207471865288e+03
1.000000000000000021e-03 3.088843596477481527e-03 2.230626387422869811e+03
1.000000000000000021e-03 3.393221771895329857e-03 2.213041544189940396e+03
1.000000000000000021e-03 3.727593720314937870e-03 2.196449406688558611e+03
1.000000000000000021e-03 4.094915062380423063e-03 2.180872601924459559e+03
1.000000000000000021e-03 4.498432668969444201e-03 2.166332677773815703e+03
1.000000000000000021e-03 4.941713361323833188e-03 2.152850137115722646e+03
1.000000000000000021e-03 5.428675439323859403e-03 2.140444479706618495e+03
1.000000000000000021e-03 5.963623316594642357e-03 2.129134248358440345e+03
1.000000000000000021e-03 6.551285568595508792e-03 2.118937076275786239e+03
1.000000000000000021e-03 7.196856730011521458e-03 2.109869732807766923e+03
1.000000000000000021e-03 7.906043210907700777e-03 2.101948165358920960e+03
1.000000000000000021e-03 8.685113737513520255e-03 2.095187535756121179e+03
1.000000000000000021e-03 9.540954763499944619e-03 2.089602249957721142e+03
1.000000000000000021e-03 1.048113134154685794e-02 2.085205980586786609e+03
1.000000000000000021e-03 1.151395399326446932e-02 2.082011682342269978e+03
1.000000000000000021e-03 1.264855216855295846e-02 2.080031600862293089e+03
1.000000000000000021e-03 1.389495494373137359e-02 2.079277276058138796e+03
1.000000000000000021e-03 1.526417967175233356e-02 2.079759541288351102e+03
1.000000000000000021e-03 1.676832936811007563e-02 2.081488519988459757e+03
1.000000000000000021e-03 1.842069969326715420e-02 2.084473621510059729e+03
1.000000000000000021e-03 2.023589647725156440e-02 2.088723537956791915e+03
1.000000000000000021e-03 2.222996482526194348e-02 2.094246243743300511e+03
1.000000000000000021e-03 2.442053094548651132e-02 2.101048999460419054e+03
1.000000000000000021e-03 2.682695795279724585e-02 2.109138361420843012e+03
1.000000000000000021e-03 2.947051702551809621e-02 2.118520198001201607e+03
1.000000000000000021e-03 3.237457542817643447e-02 2.129199713603878536e+03
1.000000000000000021e-03 3.556480306223128163e-02 2.141181480749030015e+03
1.000000000000000021e-03 3.906939937054614703e-02 2.154469480485535314e+03
1.000000000000000021e-03 4.291934260128776185e-02 2.169067150988728372e+03
1.000000000000000021e-03 4.714866363457392157e-02 2.184977443900827893e+03
1.000000000000000021e-03 5.179474679231210049e-02 2.202202887674515296e+03
1.000000000000000021e-03 5.689866029018295773e-02 2.220745656908407454e+03
1.000000000000000021e-03 6.250551925273969966e-02 2.240607646423814003e+03
1.000000000000000021e-03 6.866488450042998459e-02 2.261790548633417075e+03
1.000000000000000021e-03 7.543120063354614990e-02 2.284295932604672089e+03
1.000000000000000021e-03 8.286427728546842675e-02 2.308125323132543599e+03
1.000000000000000021e-03 9.102981779915217397e-02 2.333280278115938017e+03
1.000000000000000021e-03 1.000000000000000056e-01 2.359762462585064441e+03
1.098541141987558400e-03 1.000000000000000021e-03 2.537411301749750692e+03
1.098541141987558400e-03 1.098541141987558400e-03 2.509423134465091152e+03
1.098541141987558400e-03 1.206792640639328847e-03 2.482054115913527312e+03
1.098541141987558400e-03 1.325711365590109434e-03 2.455334805383006824e+03
1.098541141987558400e-03 1.456348477501244378e-03 2.429296244836124970e+03
1.098541141987558400e-03 1.599858719606057260e-03 2.403969679454862671e+03
1.098541141987558400e-03 1.757510624854791278e-03 2.379386299844622044e+03
1.098541141987558400e-03 1.930697728883249645e-03 2.355577009621968500e+03
1.098541141987558400e-03 2.120950887920190417e-03 2.332572221085735691e+03
1.098541141987558400e-03 2.329951810515372077e-03 2.310401680647355988e+03
1.098541141987558400e-03 2.559547922699535825e-03 2.289094324707064516e+03
1.098541141987558400e-03 2.811768697974231009e-03 2.268678165734974755e+03
1.098541141987558400e-03 3.088843596477481527e-03 2.249180207471872563e+03
1.098541141987558400e-03 3.393221771895329857e-03 2.230626387422868447e+03
1.098541141987558400e-03 3.727593720314937870e-03 2.213041544189945853e+03
1.098541141987558400e-03 4.094915062380423063e-03 2.196449406688571798e+03
1.098541141987558400e-03 4.498432668969444201e-03 2.180872601924465016e+03
1.098541141987558400e-03 4.941713361323833188e-03 2.166332677773817977e+03
1.098541141987558400e-03 5.428675439323859403e-03 2.152850137115725829e+03
1.098541141987558400e-03 5.963623316594642357e-03 2.140444479706620768e+03
1.098541141987558400e-03 6.551285568595508792e-03 2.129134248358444893e+03
1.098541141987558400e-03 7.196856730011521458e-03 2.118937076275787604e+03
1.098541141987558400e-03 7.906043210907700777e-03 2.109869732807771470e+03
1.098541141987558400e-03 8.685113737513520255e-03 2.101948165358925507e+03
1.098541141987558400e-03 9.540954763499944619e-03 2.095187535756124817e+03
1.098541141987558400e-03 1.048113134154685794e-02 2.089602249957723870e+03
1.098541141987558400e-03 1.151395399326446932e-02 2.085205980586789337e+03
1.098541141987558400e-03 1.264855216855295846e-02 2.082011682342274980e+03
1.098541141987558400e-03 1.389495494373137359e-02 2.080031600862293544e+03
1.098541141987558400e-03 1.526417967175233356e-02 2.079277276058140160e+03
1.098541141987558400e-03 1.676832936811007563e-02 2.079759541288354285e+03
1.098541141987558400e-03 1.842069969326715420e-02 2.081488519988459302e+03
1.098541141987558400e-03 2.023589647725156440e-02 2.084473621510060639e+03
1.098541141987558400e-03 2.222996482526194348e-02 2.088723537956791461e+03
1.098541141987558400e-03 2.442053094548651132e-02 2.094246243743301875e+03
1.098541141987558400e-03 2.682695795279724585e-02 2.101048999460419964e+03
1.098541141987558400e-03 2.947051702551809621e-02 2.109138361420842102e+03
1.098541141987558400e-03 3.237457542817643447e-02 2.118520198001200242e+03
1.098541141987558400e-03 3.556480306223128163e-02 2.129199713603878536e+03
1.098541141987558400e-03 3.906939937054614703e-02 2.141181480749029561e+03
1.098541141987558400e-03 4.291934260128776185e-02 2.154469480485534405e+03
1.098541141987558400e-03 4.714866363457392157e-02 2.169067150988726098e+03
1.098541141987558400e-03 5.179474679231210049e-02 2.184977443900828348e+03
1.098541141987558400e-03 5.689866029018295773e-02 2.202202887674514386e+03
1.098541141987558400e-03 6.250551925273969966e-02 2.220745656908405181e+03
1.098541141987558400e-03 6.866488450042998459e-02 2.240607646423811730e+03
1.098541141987558400e-03 7.543120063354614990e-02 2.261790548633414801e+03
1.098541141987558400e-03 8.286427728546842675e-02 2.284295932604671634e+03
1.098541141987558400e-03 9.102981779915217397e-02 2.308125323132542235e+03
1.098541141987558400e-03 1.000000000000000056e-01 2.333280278115933015e+03
1.206792640639328847e-03 1.000000000000000021e-03 2.565988837553376470e+03
1.206792640639328847e-03 1.098541141987558400e-03 2.537411301749750692e+03
1.206792640639328847e-03 1.206792640639328847e-03 2.509423134465092971e+03
1.206792640639328847e-03 1.325711365590109434e-03 2.482054115913530040e+03
1.206792640639328847e-03 1.456348477501244378e-03 2.455334805383006824e+03
1.206792640639328847e-03 1.599858719606057260e-03 2.429296244836127698e+03
1.206792640639328847e-03 1.757510624854791278e-03 2.403969679454881771e+03
1.206792640639328847e-03 1.930697728883249645e-03 2.379386299844633413e+03
1.206792640639328847e-03 2.120950887920190417e-03 2.355577009621974867e+03
1.206792640639328847e-03 2.329951810515372077e-03 2.332572221085748424e+03
